Latitude,Longitude
10.503,107.027
9.221873784393402,106.70796512407337
7.940520457103311,106.3880838183785
6.659597392959174,106.07029150798954
5.379401875237356,105.75050237658797
4.098568648114208,105.43077181719447
2.816857733,105.1116943
2.737242854554027,105.07542840140485
2.658993865781868,105.03961534614562
2.5793924820013427,105.00359873514103
2.499371415613327,104.96657863974623
2.4213823627762454,104.92978251650699
2.342181873,104.8947144
2.299634657147604,104.89209412102961
2.256272918220384,104.8907282756302
2.214845615417364,104.88958340963005
2.173744516114744,104.88742630712196
2.1320819289717328,104.8862700079072
2.089685489,104.883728
1.9885036269287395,104.82556973424657
1.8879708988632278,104.7683250911193
1.786721697415393,104.70858262787141
1.6846708702246735,104.65094920230285
1.5841837059898332,104.59312666699154
1.482988686,104.5349121
1.4488489402870723,104.4819886418854
1.4158484398349915,104.43107713881814
1.3821003026958616,104.37837202049923
1.3481412330358082,104.32592143051102
1.3140488805028392,104.27315118817519
1.279800791,104.2218018
1.2757913084596721,104.19481591493482
1.2724557019538634,104.16883831924147
1.2689827139613217,104.1425092958065
1.2653081444089729,104.11522518667773
1.2609958285595666,104.08909737765094
1.257833523,104.0625
1.2392353796206417,104.0117892273374
1.2189158814096834,103.96014451334429
1.2010282239566759,103.90807383533675
1.180611719362124,103.85821429071012
1.161519033081512,103.80544420459307
1.142502404,103.7548828
1.1629233496046443,103.71992682309101
1.1835758034914072,103.68552489860689
1.2028393041118295,103.65068664770881
1.2231144509366034,103.61652328970554
1.243672110516144,103.58117334767833
1.263325357,103.5461426
1.2752093330384757,103.54840123614493
1.287677526272435,103.54867602915049
1.2998423613571466,103.54988169641025
1.3125917659410942,103.55160657401693
1.3235910698752,103.55342663840533
1.33643428,103.5547256
